func_src,label,cve_id,cwe,repo,commit,language
"

    public ParserConfig(){
        this(false);
    }

    public ParserConfig(boolean fieldBase){
        this(null, null, fieldBase);
    }

    public ParserConfig(ClassLoader parentClassLoader){
        this(null, parentClassLoader, false);
    }

    public ParserConfig(ASMDeserializerFactory asmFactory){
        this(asmFactory, null, false);
    }

    private ParserConfig(ASMDeserializerFactory asmFactory, ClassLoader parentClassLoader, boolean fieldBased){
        this.fieldBased = fieldBased;
        if (asmFactory == null && !ASMUtils.IS_ANDROID) {
            try {
                if (parentClassLoader == null) {
                    asmFactory = new ASMDeserializerFactory(new ASMClassLoader());
                } else {
                    asmFactory = new ASMDeserializerFactory(parentClassLoader);
                }
            } catch (ExceptionInInitializerError error) {
                // skip
            } catch (AccessControlException error) {
                // skip
            } catch (NoClassDefFoundError error) {
                // skip
            }
        }

        this.asmFactory = asmFactory;

        if (asmFactory == null) {
            asmEnable = false;",1,CVE-2022-25845,CWE-502,alibaba/fastjson,35db4adad70c32089542f23c272def1ad920a60d,java
"

    public ParserConfig(boolean fieldBase){
        this(null, null, fieldBase);
    }

    public ParserConfig(ClassLoader parentClassLoader){
        this(null, parentClassLoader, false);
    }

    public ParserConfig(ASMDeserializerFactory asmFactory){
        this(asmFactory, null, false);
    }

    private ParserConfig(ASMDeserializerFactory asmFactory, ClassLoader parentClassLoader, boolean fieldBased){
        this.fieldBased = fieldBased;
        if (asmFactory == null && !ASMUtils.IS_ANDROID) {
            try {
                if (parentClassLoader == null) {
                    asmFactory = new ASMDeserializerFactory(new ASMClassLoader());
                } else {
                    asmFactory = new ASMDeserializerFactory(parentClassLoader);
                }
            } catch (ExceptionInInitializerError error) {
                // skip
            } catch (AccessControlException error) {
                // skip
            } catch (NoClassDefFoundError error) {
                // skip
            }
        }

        this.asmFactory = asmFactory;

        if (asmFactory == null) {
            asmEnable = false;
        }

        initDeserializers();
",1,CVE-2022-25845,CWE-502,alibaba/fastjson,35db4adad70c32089542f23c272def1ad920a60d,java
"
	public void test_exception() throws Exception {
		RuntimeException ex = new RuntimeException(""e1"");
		String text = JSON.toJSONString(ex);
		System.out.println(text);
		
		RuntimeException ex2 = (RuntimeException) JSON.parse(text);
	}
}",1,CVE-2022-25845,CWE-502,alibaba/fastjson,35db4adad70c32089542f23c272def1ad920a60d,java
"
    public void handleRequest(HttpServletRequest request, HttpServletResponse response) throws ServletException, IOException {
        try {
            RemoteInvocation invocation = readRemoteInvocation(request);

            if (!authorized(request, response, invocation)) {
                return;
            }

            RemoteInvocationResult result = invokeAndCreateResult(invocation, getProxy());
            writeRemoteInvocationResult(request, response, result);
        } catch (ClassNotFoundException ex) {
            throw new NestedServletException(""Class not found during deserialization"", ex);
        }
    }

    /**
     * Verifies that the agent UUID from the deserialized payload matches the UUID permitted by the agent authentication
     * filter.
     *
     * @param request    the {@link HttpServletRequest}
     * @param response   the {@link HttpServletResponse}
     * @param invocation the deserialized {@link RemoteInvocation} payload
     * @return true if authorized; false otherwise
     * @throws IOException on error while writing a response back to the client
     */
    private boolean authorized(HttpServletRequest request, HttpServletResponse response, RemoteInvocation invocation) throws IOException {
        final String uuid = request.getHeader(""X-Agent-GUID""); // should never be null since we passed the auth filter
        final MethodSignature current = new MethodSignature(invocation);

        LOG.debug(format(""Checking authorization for agent [%s] on invocation: %s"", uuid, invocation));

        if (KNOWN_METHODS_NEEDING_UUID_VALIDATION.contains(current)) {
            final String askingFor = AgentUUID.fromRuntimeInfo0(invocation.getArguments());

            if (!uuid.equals(askingFor)) {
                LOG.error(format(""DENYING REQUEST: Agent [%s] is attempting a request on behalf of [%s]: %s"", uuid, askingFor, invocation));
                reject(response, SC_FORBIDDEN, ""Not allowing request on behalf of another agent"");
       ",1,CVE-2022-39311,CWE-502,gocd/gocd,7b88b70d6f7f429562d5cab49a80ea856e34cdc8,java
"
    private boolean authorized(HttpServletRequest request, HttpServletResponse response, RemoteInvocation invocation) throws IOException {
        final String uuid = request.getHeader(""X-Agent-GUID""); // should never be null since we passed the auth filter
        final MethodSignature current = new MethodSignature(invocation);

        LOG.debug(format(""Checking authorization for agent [%s] on invocation: %s"", uuid, invocation));

        if (KNOWN_METHODS_NEEDING_UUID_VALIDATION.contains(current)) {
            final String askingFor = AgentUUID.fromRuntimeInfo0(invocation.getArguments());

            if (!uuid.equals(askingFor)) {
                LOG.error(format(""DENYING REQUEST: Agent [%s] is attempting a request on behalf of [%s]: %s"", uuid, askingFor, invocation));
                reject(response, SC_FORBIDDEN, ""Not allowing request on behalf of another agent"");
                return false;
            }
        } else {
            LOG.error(format(""DENYING REQUEST: Agent [%s] is requesting an unknown method invocation: %s"", uuid, invocation));
            reject(response, SC_BAD_REQUEST, format(""Unknown invocation: %s"", invocation));
            return false;
        }

        LOG.debug(format(""ALLOWING REQUEST: Agent [%s] is authorized to invoke: %s"", uuid, invocation));
        return true;
    }

    /**
     * Returns a plaintext error response back to the agent on failure
     *
     * @param response   the {@link HttpServletResponse}
     * @param statusCode the HTTP status code
     * @param msg        the error message
     * @throws IOException on error while writing a response back to the client
     */
    private void reject(HttpServletResponse response, int statusCode, String msg) throws IOException {
        response.setStatus(statusCode);
        response.setContentType(""text/plain"");
        final PrintWriter writer = response.getWriter();
        writer.println(msg);
        writer.flush();
        writer.close();",1,CVE-2022-39311,CWE-502,gocd/gocd,7b88b70d6f7f429562d5cab49a80ea856e34cdc8,java
"
    private void reject(HttpServletResponse response, int statusCode, String msg) throws IOException {
        response.setStatus(statusCode);
        response.setContentType(""text/plain"");
        final PrintWriter writer = response.getWriter();
        writer.println(msg);
        writer.flush();
        writer.close();
    }

    /**
     * Just a container class to hold functions to extract the agent UUID from deserialized payloads
     */
    private static class AgentUUID {
        private static String fromRuntimeInfo0(Object[] args) {
            return ((AgentRuntimeInfo) args[0]).getIdentifier().getUuid();
        }
    }

    /**
     * Helper class to make RMI method matching easier
     */
    private static class MethodSignature {
        private final String name;
        private final Class<?>[] paramTypes;

        private MethodSignature(RemoteInvocation invocation) {
            this(invocation.getMethodName(), invocation.getParameterTypes());
        }

        private MethodSignature(String name, Class<?>... paramTypes) {
            this.name = name;
            this.paramTypes = paramTypes;
        }

        @Override
        public boolean equals(Object o) {
            if (this == o) return true;
            if (o == null || getClass() != o.getClass()) return false;
            MethodSignature that = (MethodSignature) o;",1,CVE-2022-39311,CWE-502,gocd/gocd,7b88b70d6f7f429562d5cab49a80ea856e34cdc8,java
"
    void setup() throws Exception {
        openMocks(this).close();
        req = new MockHttpServletRequest();
        req.addHeader(""X-Agent-GUID"", AGENT_UUID);
        res = new MockHttpServletResponse();
    }

    @Test
    void isIgnored_allowedForSameUUID() throws Exception {
        final AgentRuntimeInfo agent = runtimeInfo(AGENT_UUID);
        final AgentRemoteInvokerServiceExporter invoker = deserializingWith(new RemoteInvocation(""isIgnored"", new Class[]{AgentRuntimeInfo.class, JobIdentifier.class}, new Object[]{agent, null}), target);
        invoker.handleRequest(req, res);
        verify(target, only()).isIgnored(agent, null);
        assertEquals(SC_OK, res.getStatus());
    }

    @Test
    void isIgnored_rejectedForDifferentUUID() throws Exception {
        final AgentRuntimeInfo agent = runtimeInfo(""other"");
        final AgentRemoteInvokerServiceExporter invoker = deserializingWith(new RemoteInvocation(""isIgnored"", new Class[]{AgentRuntimeInfo.class, JobIdentifier.class}, new Object[]{agent, null}), target);
        invoker.handleRequest(req, res);
        verify(target, never()).isIgnored(any(AgentRuntimeInfo.class), any(JobIdentifier.class));
        assertEquals(SC_FORBIDDEN, res.getStatus());
    }

    @Test
    void ping_allowedForSameUUID() throws Exception {
        final AgentRuntimeInfo agent = runtimeInfo(AGENT_UUID);
        final AgentRemoteInvokerServiceExporter invoker = deserializingWith(new RemoteInvocation(""ping"", new Class[]{AgentRuntimeInfo.class}, new Object[]{agent}), target);
        invoker.handleRequest(req, res);
        verify(target, only()).ping(agent);
        assertEquals(SC_OK, res.getStatus());
    }

    @Test
    void ping_rejectedForDifferentUUID() throws Exception {
        final AgentRuntimeInfo agent = runtimeInfo(""other"");
        final AgentRemoteInvokerServiceExporter invoker = deserializingWith(new RemoteInvocation(""ping"", new Class[]{AgentRuntimeInfo.class}, new Object[]{agent}), target);
        invok",1,CVE-2022-39311,CWE-502,gocd/gocd,7b88b70d6f7f429562d5cab49a80ea856e34cdc8,java
"
    void isIgnored_allowedForSameUUID() throws Exception {
        final AgentRuntimeInfo agent = runtimeInfo(AGENT_UUID);
        final AgentRemoteInvokerServiceExporter invoker = deserializingWith(new RemoteInvocation(""isIgnored"", new Class[]{AgentRuntimeInfo.class, JobIdentifier.class}, new Object[]{agent, null}), target);
        invoker.handleRequest(req, res);
        verify(target, only()).isIgnored(agent, null);
        assertEquals(SC_OK, res.getStatus());
    }

    @Test
    void isIgnored_rejectedForDifferentUUID() throws Exception {
        final AgentRuntimeInfo agent = runtimeInfo(""other"");
        final AgentRemoteInvokerServiceExporter invoker = deserializingWith(new RemoteInvocation(""isIgnored"", new Class[]{AgentRuntimeInfo.class, JobIdentifier.class}, new Object[]{agent, null}), target);
        invoker.handleRequest(req, res);
        verify(target, never()).isIgnored(any(AgentRuntimeInfo.class), any(JobIdentifier.class));
        assertEquals(SC_FORBIDDEN, res.getStatus());
    }

    @Test
    void ping_allowedForSameUUID() throws Exception {
        final AgentRuntimeInfo agent = runtimeInfo(AGENT_UUID);
        final AgentRemoteInvokerServiceExporter invoker = deserializingWith(new RemoteInvocation(""ping"", new Class[]{AgentRuntimeInfo.class}, new Object[]{agent}), target);
        invoker.handleRequest(req, res);
        verify(target, only()).ping(agent);
        assertEquals(SC_OK, res.getStatus());
    }

    @Test
    void ping_rejectedForDifferentUUID() throws Exception {
        final AgentRuntimeInfo agent = runtimeInfo(""other"");
        final AgentRemoteInvokerServiceExporter invoker = deserializingWith(new RemoteInvocation(""ping"", new Class[]{AgentRuntimeInfo.class}, new Object[]{agent}), target);
        invoker.handleRequest(req, res);
        verify(target, never()).ping(any(AgentRuntimeInfo.class));
        assertEquals(SC_FORBIDDEN, res.getStatus());
    }

    @Test
    void getWork_allowedForSameUUID() throws Exception {
    ",1,CVE-2022-39311,CWE-502,gocd/gocd,7b88b70d6f7f429562d5cab49a80ea856e34cdc8,java
"
    void isIgnored_rejectedForDifferentUUID() throws Exception {
        final AgentRuntimeInfo agent = runtimeInfo(""other"");
        final AgentRemoteInvokerServiceExporter invoker = deserializingWith(new RemoteInvocation(""isIgnored"", new Class[]{AgentRuntimeInfo.class, JobIdentifier.class}, new Object[]{agent, null}), target);
        invoker.handleRequest(req, res);
        verify(target, never()).isIgnored(any(AgentRuntimeInfo.class), any(JobIdentifier.class));
        assertEquals(SC_FORBIDDEN, res.getStatus());
    }

    @Test
    void ping_allowedForSameUUID() throws Exception {
        final AgentRuntimeInfo agent = runtimeInfo(AGENT_UUID);
        final AgentRemoteInvokerServiceExporter invoker = deserializingWith(new RemoteInvocation(""ping"", new Class[]{AgentRuntimeInfo.class}, new Object[]{agent}), target);
        invoker.handleRequest(req, res);
        verify(target, only()).ping(agent);
        assertEquals(SC_OK, res.getStatus());
    }

    @Test
    void ping_rejectedForDifferentUUID() throws Exception {
        final AgentRuntimeInfo agent = runtimeInfo(""other"");
        final AgentRemoteInvokerServiceExporter invoker = deserializingWith(new RemoteInvocation(""ping"", new Class[]{AgentRuntimeInfo.class}, new Object[]{agent}), target);
        invoker.handleRequest(req, res);
        verify(target, never()).ping(any(AgentRuntimeInfo.class));
        assertEquals(SC_FORBIDDEN, res.getStatus());
    }

    @Test
    void getWork_allowedForSameUUID() throws Exception {
        final AgentRuntimeInfo agent = runtimeInfo(AGENT_UUID);
        final AgentRemoteInvokerServiceExporter invoker = deserializingWith(new RemoteInvocation(""getWork"", new Class[]{AgentRuntimeInfo.class}, new Object[]{agent}), target);
        invoker.handleRequest(req, res);
        verify(target, only()).getWork(agent);
        assertEquals(SC_OK, res.getStatus());
    }

    @Test
    void getWork_rejectedForDifferentUUID() throws Exception {
        final AgentRuntimeInfo agent ",1,CVE-2022-39311,CWE-502,gocd/gocd,7b88b70d6f7f429562d5cab49a80ea856e34cdc8,java
"

    public String getJdbc() {
        if(StringUtils.isEmpty(extraParams.trim())){
            return ""jdbc:mysql://HOSTNAME:PORT/DATABASE""
                    .replace(""HOSTNAME"", getHost().trim())
                    .replace(""PORT"", getPort().toString().trim())
                    .replace(""DATABASE"", getDataBase().trim());
        }else {
            return ""jdbc:mysql://HOSTNAME:PORT/DATABASE?EXTRA_PARAMS""
                    .replace(""HOSTNAME"", getHost().trim())
                    .replace(""PORT"", getPort().toString().trim())
                    .replace(""DATABASE"", getDataBase().trim())
                    .replace(""EXTRA_PARAMS"", getExtraParams().trim());
        }
    }
}",1,CVE-2022-39312,CWE-502,dataease/dataease,956ee2d6c9e81349a60aef435efc046888e10a6d,java
"
  public ExitCode runWithoutHelp(CommandRunnerParams params)
      throws IOException, InterruptedException {

    if (saveFilename != null && loadFilename != null) {
      params.getConsole().printErrorText(""Can't use both --load and --save"");
      return ExitCode.COMMANDLINE_ERROR;
    }

    if (saveFilename != null) {
      invalidateChanges(params);
      RemoteDaemonicParserState state = params.getParser().storeParserState(params.getCell());
      try (FileOutputStream fos = new FileOutputStream(saveFilename);
          ZipOutputStream zipos = new ZipOutputStream(fos)) {
        zipos.putNextEntry(new ZipEntry(""parser_data""));
        try (ObjectOutputStream oos = new ObjectOutputStream(zipos)) {
          oos.writeObject(state);
        }
      }
    } else if (loadFilename != null) {
      try (FileInputStream fis = new FileInputStream(loadFilename);
          ZipInputStream zipis = new ZipInputStream(fis)) {
        ZipEntry entry = zipis.getNextEntry();
        Preconditions.checkState(entry.getName().equals(""parser_data""));
        try (ObjectInputStream ois = new ObjectInputStream(zipis)) {
          RemoteDaemonicParserState state;
          try {
            state = (RemoteDaemonicParserState) ois.readObject();
          } catch (ClassNotFoundException e) {
            params.getConsole().printErrorText(""Invalid file format"");
            return ExitCode.COMMANDLINE_ERROR;
          }
          params.getParser().restoreParserState(state, params.getCell());
        }
      }
      invalidateChanges(params);

      ParserConfig configView = params.getBuckConfig().getView(ParserConfig.class);
      if (configView.isParserCacheMutationWarningEnabled()) {
        params",0,CVE-2018-6331,CWE-502,facebook/buck,8c5500981812564877bd122c0f8fab48d3528ddf,java
" else if (loadFilename != null) {
      try (FileInputStream fis = new FileInputStream(loadFilename);
          ZipInputStream zipis = new ZipInputStream(fis)) {
        ZipEntry entry = zipis.getNextEntry();
        Preconditions.checkState(entry.getName().equals(""parser_data""));
        try (ObjectInputStream ois = new ObjectInputStream(zipis)) {
          RemoteDaemonicParserState state;
          try {
            state = (RemoteDaemonicParserState) ois.readObject();
          } catch (ClassNotFoundException e) {
            params.getConsole().printErrorText(""Invalid file format"");
            return ExitCode.COMMANDLINE_ERROR;
          }
          params.getParser().restoreParserState(state, params.getCell());
        }
      }
      invalidateChanges(params);

      ParserConfig configView = params.getBuckConfig().getView(ParserConfig.class);
      if (configView.isParserCacheMutationWarningEnabled()) {
        params
            .getConsole()
            .printErrorText(
                params
                    .getConsole()
                    .getAnsi()
                    .asWarningText(
                        ""WARNING: Buck injected a parser state that may not match the local state.""));
      }
    }

    return ExitCode.SUCCESS;
  }

  private void invalidateChanges(CommandRunnerParams params) throws IOException {
    if (changesPath == null) {
      return;
    }
    try (FileInputStream is = new FileInputStream(changesPath)) {
      JsonNode responseNode = ObjectMappers.READER.readTree(is);",0,CVE-2018-6331,CWE-502,facebook/buck,8c5500981812564877bd122c0f8fab48d3528ddf,java
"

  private void invalidateChanges(CommandRunnerParams params) throws IOException {
    if (changesPath == null) {
      return;
    }
    try (FileInputStream is = new FileInputStream(changesPath)) {
      JsonNode responseNode = ObjectMappers.READER.readTree(is);
      Iterator<JsonNode> iterator = responseNode.elements();
      while (iterator.hasNext()) {
        JsonNode item = iterator.next();
        String path = item.get(""path"").asText();
        String status = item.get(""status"").asText();

        boolean isAdded = false;
        boolean isRemoved = false;
        if (status.equals(""A"") || status.equals(""?"")) {
          isAdded = true;
        } else if (status.equals(""R"") || status.equals(""!"")) {
          isRemoved = true;
        }
        Path fullPath = params.getCell().getRoot().resolve(path).normalize();
        params.getParser().invalidateBasedOnPath(fullPath, isAdded || isRemoved);
      }
    }
  }

  @Override
  public String getShortDescription() {
    return ""Load and save state of the parser cache"";
  }

  @Override
  public boolean isReadOnly() {
    return false;
  }
}",0,CVE-2018-6331,CWE-502,facebook/buck,8c5500981812564877bd122c0f8fab48d3528ddf,java
"
  public void testSaveAndLoad() throws IOException {
    assumeTrue(AppleNativeIntegrationTestUtils.isApplePlatformAvailable(ApplePlatform.MACOSX));

    ProjectWorkspace workspace =
        TestDataHelper.createProjectWorkspaceForScenario(this, ""parser_with_cell"", tmp);
    workspace.setUp();

    // Warm the parser cache.
    TestContext context = new TestContext();
    ProcessResult runBuckResult =
        workspace.runBuckdCommand(context, ""query"", ""deps(//Apps:TestAppsLibrary)"");
    runBuckResult.assertSuccess();
    assertThat(
        runBuckResult.getStdout(),
        Matchers.containsString(
            ""//Apps:TestAppsLibrary\n""
                + ""//Libraries/Dep1:Dep1_1\n""
                + ""//Libraries/Dep1:Dep1_2\n""
                + ""bar//Dep2:Dep2""));

    // Save the parser cache to a file.
    NamedTemporaryFile tempFile = new NamedTemporaryFile(""parser_data"", null);
    runBuckResult =
        workspace.runBuckdCommand(context, ""parser-cache"", ""--save"", tempFile.get().toString());
    runBuckResult.assertSuccess();

    // Write an empty content to Apps/BUCK.
    Path path = tmp.getRoot().resolve(""Apps/BUCK"");
    byte[] data = {};
    Files.write(path, data);

    context = new TestContext();
    // Load the parser cache to a new buckd context.
    runBuckResult =
        workspace.runBuckdCommand(context, ""parser-cache"", ""--load"", tempFile.get().toString());
    runBuckResult.assertSuccess();

    // Perform the query again. If we didn't load the parser cache, this call would fail because
    // Apps/BUCK is empty.",0,CVE-2018-6331,CWE-502,facebook/buck,8c5500981812564877bd122c0f8fab48d3528ddf,java
"
  public void testInvalidate() throws IOException {
    ProjectWorkspace workspace =
        TestDataHelper.createProjectWorkspaceForScenario(this, ""parser_with_cell"", tmp);
    workspace.setUp();

    // Warm the parser cache.
    TestContext context = new TestContext();
    ProcessResult runBuckResult =
        workspace.runBuckdCommand(context, ""query"", ""deps(//Apps:TestAppsLibrary)"");
    runBuckResult.assertSuccess();
    assertThat(
        runBuckResult.getStdout(),
        Matchers.containsString(
            ""//Apps:TestAppsLibrary\n""
                + ""//Libraries/Dep1:Dep1_1\n""
                + ""//Libraries/Dep1:Dep1_2\n""
                + ""bar//Dep2:Dep2""));

    // Save the parser cache to a file.
    NamedTemporaryFile tempFile = new NamedTemporaryFile(""parser_data"", null);
    runBuckResult =
        workspace.runBuckdCommand(context, ""parser-cache"", ""--save"", tempFile.get().toString());
    runBuckResult.assertSuccess();

    // Write an empty content to Apps/BUCK.
    Path path = tmp.getRoot().resolve(""Apps/BUCK"");
    byte[] data = {};
    Files.write(path, data);

    // Write an empty content to Apps/BUCK.
    Path invalidationJsonPath = tmp.getRoot().resolve(""invalidation-data.json"");
    String jsonData = ""[{\""path\"":\""Apps/BUCK\"",\""status\"":\""M\""}]"";
    Files.write(invalidationJsonPath, jsonData.getBytes(StandardCharsets.UTF_8));

    context = new TestContext();
    // Load the parser cache to a new buckd context.
    runBuckResult =
        workspace.runBuckdCommand(
            context,",0,CVE-2018-6331,CWE-502,facebook/buck,8c5500981812564877bd122c0f8fab48d3528ddf,java
"

    public BeanDeserializerFactory(DeserializerFactoryConfig config) {
        super(config);
    }
    
    /**
     * Method used by module registration functionality, to construct a new bean
     * deserializer factory
     * with different configuration settings.
     */
    @Override
    public DeserializerFactory withConfig(DeserializerFactoryConfig config)
    {
        if (_factoryConfig == config) {
            return this;
        }
        /* 22-Nov-2010, tatu: Handling of subtypes is tricky if we do immutable-with-copy-ctor;
         *    and we pretty much have to here either choose between losing subtype instance
         *    when registering additional deserializers, or losing deserializers.
         *    Instead, let's actually just throw an error if this method is called when subtype
         *    has not properly overridden this method; this to indicate problem as soon as possible.
         */
        if (getClass() != BeanDeserializerFactory.class) {
            throw new IllegalStateException(""Subtype of BeanDeserializerFactory (""+getClass().getName()
                    +"") has not properly overridden method 'withAdditionalDeserializers': can not instantiate subtype with ""
                    +""additional deserializer definitions"");
        }
        return new BeanDeserializerFactory(config);
    }
    
    /*
    /**********************************************************
    /* DeserializerFactory API implementation
    /**********************************************************
     */

    /**
     * Method that {@link DeserializerCache}s call to create a new
     * deserializer for types other than Collections, Maps, arrays and",0,CVE-2018-14718,CWE-502,FasterXML/jackson-databind,87d29af25e82a249ea15858e2d4ecbf64091db44,java
"
    public DeserializerFactory withConfig(DeserializerFactoryConfig config)
    {
        if (_factoryConfig == config) {
            return this;
        }
        /* 22-Nov-2010, tatu: Handling of subtypes is tricky if we do immutable-with-copy-ctor;
         *    and we pretty much have to here either choose between losing subtype instance
         *    when registering additional deserializers, or losing deserializers.
         *    Instead, let's actually just throw an error if this method is called when subtype
         *    has not properly overridden this method; this to indicate problem as soon as possible.
         */
        if (getClass() != BeanDeserializerFactory.class) {
            throw new IllegalStateException(""Subtype of BeanDeserializerFactory (""+getClass().getName()
                    +"") has not properly overridden method 'withAdditionalDeserializers': can not instantiate subtype with ""
                    +""additional deserializer definitions"");
        }
        return new BeanDeserializerFactory(config);
    }
    
    /*
    /**********************************************************
    /* DeserializerFactory API implementation
    /**********************************************************
     */

    /**
     * Method that {@link DeserializerCache}s call to create a new
     * deserializer for types other than Collections, Maps, arrays and
     * enums.
     */
    @Override
    public JsonDeserializer<Object> createBeanDeserializer(DeserializationContext ctxt,
            JavaType type, BeanDescription beanDesc)
        throws JsonMappingException
    {
        final DeserializationConfig config = ctxt.getConfig();
        // We may also have custom overrides:
        JsonDeserializer<Object> custom = _findCustomBeanDeserializer(type, config, beanDesc);
        if (custom != null) {",0,CVE-2018-14718,CWE-502,FasterXML/jackson-databind,87d29af25e82a249ea15858e2d4ecbf64091db44,java
"
    public JsonDeserializer<Object> createBeanDeserializer(DeserializationContext ctxt,
            JavaType type, BeanDescription beanDesc)
        throws JsonMappingException
    {
        final DeserializationConfig config = ctxt.getConfig();
        // We may also have custom overrides:
        JsonDeserializer<Object> custom = _findCustomBeanDeserializer(type, config, beanDesc);
        if (custom != null) {
            return custom;
        }
        /* One more thing to check: do we have an exception type
         * (Throwable or its sub-classes)? If so, need slightly
         * different handling.
         */
        if (type.isThrowable()) {
            return buildThrowableDeserializer(ctxt, type, beanDesc);
        }
        /* Or, for abstract types, may have alternate means for resolution
         * (defaulting, materialization)
         */
        if (type.isAbstract()) {
            // [JACKSON-41] (v1.6): Let's make it possible to materialize abstract types.
            JavaType concreteType = materializeAbstractType(ctxt, type, beanDesc);
            if (concreteType != null) {
                /* important: introspect actual implementation (abstract class or
                 * interface doesn't have constructors, for one)
                 */
                beanDesc = config.introspect(concreteType);
                return buildBeanDeserializer(ctxt, concreteType, beanDesc);
            }
        }

        // Otherwise, may want to check handlers for standard types, from superclass:
        @SuppressWarnings(""unchecked"")
        JsonDeserializer<Object> deser = (JsonDeserializer<Object>) findStdDeserializer(ctxt, type, beanDesc);
        if (deser != null) {
            return deser;
        }
",0,CVE-2018-14718,CWE-502,FasterXML/jackson-databind,87d29af25e82a249ea15858e2d4ecbf64091db44,java
"

	public WebXml getWebXml(FacesContext context) {
		WebXml webXml = WebXml.getInstance(context);
		if (null == webXml) {
			throw new FacesException(
					""Resources framework is not initialised, check web.xml for Filter configuration"");
		}
		return webXml;
	}

	public ResourceBuilderImpl() {
		super();
		_startTime = System.currentTimeMillis();
		codec = new Codec();
		renderers = new HashMap<String, ResourceRenderer>();
		// append known renderers for extentions.
		renderers.put("".gif"", new GifRenderer());
		ResourceRenderer renderer = new JpegRenderer();
		renderers.put("".jpeg"", renderer);
		renderers.put("".jpg"", renderer);
		renderers.put("".png"", new PngRenderer());
		renderers.put("".js"", getScriptRenderer());
		renderers.put("".css"", getStyleRenderer());
		renderers.put("".log"", new LogfileRenderer());
		renderers.put("".html"", new HTMLRenderer());
		renderers.put("".xhtml"", new MimeRenderer(""application/xhtml+xml""));
		renderers.put("".xml"", new MimeRenderer(""text/xml""));
		renderers.put("".xcss"", new TemplateCSSRenderer());
		renderers.put("".swf"", new MimeRenderer(""application/x-shockwave-flash""));
	}

	/**
	 * @throws FacesException
	 */
	protected void registerResources() throws FacesException {
		try {
			ClassLoader loader = Thread.currentThread().getContextClassLoader();
			Enumeration<URL> e = loader
					.getResources(""META-INF/resources-config.xml"");",0,CVE-2013-4521,CWE-502,nuxeo/richfaces,6cbad2a6dcb70d3e33a6ce5879b1a3ad79eb1aec,java
"

	public ResourceBuilderImpl() {
		super();
		_startTime = System.currentTimeMillis();
		codec = new Codec();
		renderers = new HashMap<String, ResourceRenderer>();
		// append known renderers for extentions.
		renderers.put("".gif"", new GifRenderer());
		ResourceRenderer renderer = new JpegRenderer();
		renderers.put("".jpeg"", renderer);
		renderers.put("".jpg"", renderer);
		renderers.put("".png"", new PngRenderer());
		renderers.put("".js"", getScriptRenderer());
		renderers.put("".css"", getStyleRenderer());
		renderers.put("".log"", new LogfileRenderer());
		renderers.put("".html"", new HTMLRenderer());
		renderers.put("".xhtml"", new MimeRenderer(""application/xhtml+xml""));
		renderers.put("".xml"", new MimeRenderer(""text/xml""));
		renderers.put("".xcss"", new TemplateCSSRenderer());
		renderers.put("".swf"", new MimeRenderer(""application/x-shockwave-flash""));
	}

	/**
	 * @throws FacesException
	 */
	protected void registerResources() throws FacesException {
		try {
			ClassLoader loader = Thread.currentThread().getContextClassLoader();
			Enumeration<URL> e = loader
					.getResources(""META-INF/resources-config.xml"");
			while (e.hasMoreElements()) {
				URL resource = e.nextElement();
				registerConfig(resource);
			}
		} catch (IOException e) {
			throw new FacesException(e);
		}
	}
",0,CVE-2013-4521,CWE-502,nuxeo/richfaces,6cbad2a6dcb70d3e33a6ce5879b1a3ad79eb1aec,java
"
	protected void registerResources() throws FacesException {
		try {
			ClassLoader loader = Thread.currentThread().getContextClassLoader();
			Enumeration<URL> e = loader
					.getResources(""META-INF/resources-config.xml"");
			while (e.hasMoreElements()) {
				URL resource = e.nextElement();
				registerConfig(resource);
			}
		} catch (IOException e) {
			throw new FacesException(e);
		}
	}

	private void registerConfig(URL resourceConfig) {
		try {
			if (log.isDebugEnabled()) {
				log.debug(""Process resources configuration file ""
						+ resourceConfig.toExternalForm());
			}

			InputStream in = URLToStreamHelper.urlToStream(resourceConfig);
			try {
				Digester digester = new Digester();
				digester.setValidating(false);
				digester.setEntityResolver(new EntityResolver() {
					// Dummi resolver - alvays do nothing
					public InputSource resolveEntity(String publicId,
							String systemId) throws SAXException, IOException {
						return new InputSource(new StringReader(""""));
					}
				});
				digester.setNamespaceAware(false);
				digester.setUseContextClassLoader(true);
				digester.push(this);
				digester.addObjectCreate(""resource-config/resource"", ""class"",
						JarResource.class);
				digester.addObjectCreate(""resource-config/resource/renderer"",
						""class"", HTMLRenderer.class);",0,CVE-2013-4521,CWE-502,nuxeo/richfaces,6cbad2a6dcb70d3e33a6ce5879b1a3ad79eb1aec,java
